strategy,agents,rewards
mlp_local,5,"[[4.606987476348877, 4.905548095703125, 4.837295055389404, 4.752892971038818, 4.796703815460205, 4.6238555908203125, 4.795725345611572, 4.810302734375, 4.7055559158325195, 4.842629432678223], [3.8875324726104736, 4.129995822906494, 3.989001512527466, 4.0419464111328125, 4.103823661804199, 4.209444999694824, 4.270823955535889, 4.279285430908203, 4.187309265136719, 3.999570369720459], [3.7234208583831787, 3.4620394706726074, 3.2287728786468506, 3.5275487899780273, 3.5998148918151855, 3.5619657039642334, 3.7421345710754395, 3.2636964321136475, 3.671860456466675, 3.474019765853882], [4.857898712158203, 4.745696544647217, 4.818222522735596, 4.804616928100586, 4.518005847930908, 4.8751630783081055, 4.726602554321289, 4.7963337898254395, 4.7368879318237305, 4.790445804595947], [4.543898582458496, 4.521152496337891, 4.183812141418457, 4.134126663208008, 4.119816303253174, 4.261490821838379, 4.22897481918335, 4.240870952606201, 4.226454734802246, 4.327937602996826], [4.033738136291504, 4.029240608215332, 4.160943508148193, 3.95278000831604, 4.046302318572998, 4.1685357093811035, 4.06138801574707, 4.174574375152588, 3.933030128479004, 4.112658500671387], [3.858356237411499, 4.000542163848877, 4.361548900604248, 4.190988063812256, 3.803684949874878, 4.211818218231201, 4.16548490524292, 4.144946098327637, 4.085020542144775, 4.043478012084961], [4.1054229736328125, 4.2270941734313965, 4.269487380981445, 4.283964157104492, 4.042882442474365, 4.2268524169921875, 4.2450971603393555, 4.330451488494873, 4.1426591873168945, 4.190598964691162], [4.034858703613281, 4.191559791564941, 4.006372451782227, 4.226102352142334, 4.208275318145752, 3.888110399246216, 4.291339874267578, 4.101857662200928, 3.925694465637207, 4.046026706695557], [4.1195573806762695, 3.8732197284698486, 4.048393726348877, 3.805065155029297, 3.678091287612915, 3.85121750831604, 3.752371311187744, 3.723184823989868, 3.7540104389190674, 3.9055821895599365]]"
mlp_local,6,"[[5.500555992126465, 5.606668472290039, 5.470138072967529, 5.560677528381348, 5.727670669555664, 5.521668434143066, 5.799473285675049, 5.566235542297363, 5.430898666381836, 5.543384075164795], [4.99161434173584, 4.713192462921143, 5.065347671508789, 4.889936923980713, 4.873054504394531, 4.750430583953857, 4.783285140991211, 4.831447124481201, 4.732921600341797, 4.999945163726807], [4.268434047698975, 4.285943031311035, 4.231700420379639, 4.277501583099365, 4.191041946411133, 4.004669666290283, 4.03713321685791, 4.19716739654541, 4.244877338409424, 4.139484882354736], [5.819750785827637, 5.67244815826416, 5.790135383605957, 5.422060966491699, 5.751811981201172, 5.642721176147461, 5.621650695800781, 5.623094081878662, 5.44352912902832, 5.317512035369873], [4.938216686248779, 4.8986992835998535, 5.019391059875488, 4.858171463012695, 4.889815330505371, 4.987881183624268, 5.06196403503418, 5.170154571533203, 4.935299873352051, 5.145755767822266], [4.728790760040283, 4.903684616088867, 4.779663562774658, 4.948546886444092, 4.816494941711426, 4.8248419761657715, 4.375118732452393, 4.6331939697265625, 4.754630088806152, 4.712953090667725], [4.965036392211914, 4.937413692474365, 4.856025695800781, 4.787633419036865, 4.572248458862305, 4.9675469398498535, 4.922443389892578, 4.6642937660217285, 4.9700469970703125, 4.91860294342041], [4.974456310272217, 4.9510369300842285, 4.793241024017334, 5.048981189727783, 4.951098918914795, 4.7914934158325195, 5.075961112976074, 5.088997840881348, 5.006923198699951, 5.156086444854736], [4.793693542480469, 4.669280529022217, 5.0101237297058105, 4.823044300079346, 4.702878952026367, 4.869002342224121, 4.678802013397217, 4.703224182128906, 4.791031360626221, 4.595678329467773], [4.7877197265625, 4.37642765045166, 4.381555557250977, 4.45427942276001, 4.669478893280029, 4.737574577331543, 4.554879188537598, 4.497533321380615, 4.56173849105835, 4.781953811645508]]"
mlp_local,10,"[[8.353252410888672, 8.687675476074219, 8.606480598449707, 8.7009859085083, 8.57750129699707, 8.243571281433105, 8.379345893859863, 8.788046836853027, 8.798931121826172, 8.500693321228027], [7.6870012283325195, 7.395725250244141, 7.433462619781494, 7.520577907562256, 7.3107452392578125, 7.482822895050049, 7.472560405731201, 7.521145820617676, 7.758463382720947, 7.5407633781433105], [6.661601543426514, 6.2987213134765625, 6.285752773284912, 6.0807695388793945, 6.410486698150635, 6.229402542114258, 6.528564453125, 6.558990955352783, 6.254127025604248, 6.333885192871094], [8.912805557250977, 8.664630889892578, 8.736723899841309, 9.046414375305176, 8.835522651672363, 8.969769477844238, 8.573017120361328, 8.485405921936035, 8.610828399658203, 8.472186088562012], [7.746762752532959, 8.091119766235352, 7.5300140380859375, 7.516242504119873, 7.656637191772461, 7.791258335113525, 7.621438026428223, 7.521774768829346, 7.754998207092285, 7.651721000671387], [7.140957832336426, 7.347464084625244, 7.328009605407715, 7.161707401275635, 6.911563396453857, 7.3135480880737305, 7.197363376617432, 7.237689018249512, 7.343155860900879, 7.413431644439697], [7.803289413452148, 7.615194320678711, 7.063499450683594, 7.328517436981201, 7.638986110687256, 7.233227729797363, 7.414813041687012, 7.75978422164917, 7.531196117401123, 7.591576099395752], [7.463858127593994, 7.978919506072998, 8.10379409790039, 7.938101291656494, 7.612013339996338, 7.9152069091796875, 7.8726887702941895, 7.992294788360596, 7.585737228393555, 7.729137420654297], [7.254623889923096, 7.13187837600708, 6.805497646331787, 7.0767974853515625, 7.38608980178833, 7.180519104003906, 7.003333568572998, 6.99006986618042, 7.43141508102417, 7.012866020202637], [7.459248065948486, 6.996846675872803, 6.984203338623047, 7.269611835479736, 7.2466959953308105, 7.051934242248535, 7.282156467437744, 7.11593770980835, 7.064107418060303, 7.328984260559082]]"
mlp_local,15,"[[11.260735511779785, 11.343269348144531, 11.456550598144531, 12.080657958984375, 11.827630996704102, 11.547647476196289, 11.796348571777344, 11.515402793884277, 11.237611770629883, 11.579450607299805], [10.147745132446289, 9.575210571289062, 10.093650817871094, 9.686541557312012, 9.948396682739258, 10.288007736206055, 10.00678825378418, 9.503413200378418, 10.018220901489258, 9.916584968566895], [8.444869995117188, 8.673511505126953, 8.554858207702637, 8.614717483520508, 8.317841529846191, 9.08853816986084, 8.696306228637695, 8.525619506835938, 8.7055025100708, 8.458036422729492], [11.073074340820312, 11.542601585388184, 11.45842456817627, 11.392837524414062, 11.466835021972656, 10.858430862426758, 11.868437767028809, 10.738996505737305, 11.556966781616211, 11.97398567199707], [10.713709831237793, 10.324136734008789, 10.040314674377441, 10.386299133300781, 10.338041305541992, 10.342022895812988, 10.104500770568848, 10.113102912902832, 9.90420913696289, 10.355009078979492], [10.000391006469727, 9.678295135498047, 9.69015884399414, 9.536872863769531, 9.974592208862305, 9.88469409942627, 9.740384101867676, 9.715559959411621, 9.794079780578613, 9.838921546936035], [10.374772071838379, 9.794876098632812, 10.018757820129395, 10.41626262664795, 9.604894638061523, 10.387211799621582, 10.38432502746582, 10.808974266052246, 10.196910858154297, 10.074223518371582], [10.537375450134277, 10.58800983428955, 11.076811790466309, 10.606307983398438, 10.829747200012207, 10.477174758911133, 10.88089656829834, 11.087186813354492, 10.89992904663086, 10.609803199768066], [9.214370727539062, 9.39010238647461, 8.723472595214844, 9.184826850891113, 9.651792526245117, 8.918238639831543, 9.604796409606934, 8.980537414550781, 9.528820991516113, 9.17314338684082], [9.639262199401855, 9.729548454284668, 9.59632682800293, 9.528913497924805, 9.638568878173828, 9.96214771270752, 10.031935691833496, 9.35648250579834, 9.677511215209961, 9.57369327545166]]"
mlp_local,20,"[[12.916318893432617, 13.170252799987793, 12.734189987182617, 13.012151718139648, 12.66741943359375, 13.337581634521484, 12.721540451049805, 12.882033348083496, 13.054991722106934, 13.46980094909668], [11.32995319366455, 11.624488830566406, 11.417044639587402, 12.12610912322998, 11.688787460327148, 11.52751350402832, 12.06923770904541, 11.30069351196289, 12.074965476989746, 11.912405014038086], [10.112314224243164, 9.869000434875488, 10.645499229431152, 9.782164573669434, 9.915918350219727, 9.693312644958496, 10.276348114013672, 10.050602912902832, 10.001302719116211, 9.858888626098633], [13.036174774169922, 12.126422882080078, 11.323755264282227, 12.631294250488281, 12.654223442077637, 12.031726837158203, 12.631253242492676, 12.870036125183105, 11.349873542785645, 11.949409484863281], [11.914451599121094, 12.105520248413086, 11.873919486999512, 12.309243202209473, 12.196065902709961, 12.654526710510254, 11.78212833404541, 12.216954231262207, 11.563068389892578, 11.77387809753418], [11.096397399902344, 11.915936470031738, 11.416600227355957, 11.473661422729492, 11.657800674438477, 10.988458633422852, 11.242918968200684, 10.976970672607422, 11.159936904907227, 11.096698760986328], [11.912857055664062, 12.00454044342041, 12.034222602844238, 11.600234985351562, 12.222460746765137, 11.579543113708496, 11.982731819152832, 11.302018165588379, 12.264634132385254, 12.061049461364746], [12.544172286987305, 12.509933471679688, 11.951269149780273, 12.505504608154297, 12.836095809936523, 12.647183418273926, 12.207959175109863, 12.979032516479492, 13.005273818969727, 12.669942855834961], [10.33823299407959, 10.488978385925293, 10.773775100708008, 10.497800827026367, 9.881943702697754, 10.684741020202637, 10.538010597229004, 10.553133010864258, 10.562034606933594, 10.600255966186523], [11.231949806213379, 11.403634071350098, 11.614314079284668, 11.12963581085205, 11.015920639038086, 11.253396034240723, 11.805886268615723, 10.902149200439453, 11.50986385345459, 11.34755802154541]]"
mlp_global,5,"[[4.983992576599121, 4.86711311340332, 4.99990177154541, 5.214999198913574, 4.922097682952881, 5.085701942443848, 4.7096848487854, 4.962501049041748, 5.007408618927002, 4.999444007873535], [4.8442254066467285, 5.001868724822998, 5.069782257080078, 5.10465669631958, 4.952589511871338, 4.973955154418945, 5.044651508331299, 4.902421951293945, 5.141578674316406, 5.187082290649414], [4.835133075714111, 4.482095241546631, 4.807201862335205, 4.845787525177002, 4.901856422424316, 4.748624324798584, 5.009359359741211, 5.105343341827393, 4.91627311706543, 5.093441009521484], [4.8935675621032715, 4.806347370147705, 4.979342460632324, 4.783268451690674, 4.8031511306762695, 4.827940464019775, 4.791285037994385, 4.799469470977783, 5.106274604797363, 4.87050724029541], [5.010797500610352, 4.951510429382324, 5.017866611480713, 4.53667688369751, 5.043828010559082, 4.808216571807861, 4.8353800773620605, 4.684139728546143, 4.783483028411865, 4.75569486618042], [4.968611717224121, 4.824200630187988, 5.001948356628418, 5.10062837600708, 5.003678798675537, 5.174760818481445, 5.189377307891846, 4.913913249969482, 5.0008649826049805, 4.8651275634765625], [4.8128204345703125, 5.1020121574401855, 5.039778232574463, 5.242514610290527, 5.112136363983154, 5.179749011993408, 5.168395042419434, 5.006014823913574, 5.141229629516602, 5.1472697257995605], [4.98414421081543, 5.256817817687988, 4.967325210571289, 5.178850173950195, 4.995028018951416, 4.773115158081055, 5.107635974884033, 5.026159286499023, 5.206105709075928, 4.9911298751831055], [4.858603477478027, 5.030853271484375, 5.054001808166504, 4.996264934539795, 4.903452396392822, 4.9709649085998535, 5.125353813171387, 4.954634189605713, 4.926095008850098, 4.721944332122803], [5.29238224029541, 5.299429893493652, 5.033367156982422, 5.1664347648620605, 5.150616645812988, 5.314302921295166, 5.043979167938232, 5.166652202606201, 5.137303352355957, 4.855996608734131]]"
mlp_global,6,"[[5.903651237487793, 6.261334419250488, 6.046799182891846, 6.11358118057251, 5.983932018280029, 5.966296195983887, 6.055853843688965, 6.162574768066406, 6.215132713317871, 5.726613521575928], [6.202211380004883, 6.098180294036865, 6.091546535491943, 6.263056755065918, 5.97914981842041, 5.981286525726318, 6.144093036651611, 6.260488510131836, 6.172362804412842, 5.919844627380371], [5.681620121002197, 5.767464637756348, 5.913996696472168, 5.896042346954346, 5.700860500335693, 5.665554046630859, 6.004574775695801, 5.939204216003418, 5.910247802734375, 5.507801532745361], [5.971259593963623, 5.603456974029541, 5.803754806518555, 5.972837924957275, 6.064623832702637, 5.716349124908447, 6.039403438568115, 5.809150695800781, 5.70907735824585, 6.022404193878174], [5.807048320770264, 5.907764911651611, 6.0047807693481445, 5.768967628479004, 5.716923236846924, 5.8953070640563965, 5.794650554656982, 5.550657749176025, 5.911617755889893, 6.144392967224121], [6.01770544052124, 5.84109354019165, 6.193918228149414, 6.047791004180908, 6.055779457092285, 5.936089992523193, 6.060576438903809, 5.890620708465576, 5.900140285491943, 5.660738468170166], [6.090789794921875, 6.065163612365723, 6.109025001525879, 6.055859565734863, 5.9900288581848145, 6.084315299987793, 5.976253986358643, 5.909791946411133, 5.730391979217529, 6.191529750823975], [6.051980972290039, 6.009621620178223, 6.262715816497803, 6.049075126647949, 6.057389259338379, 6.097355365753174, 6.2431640625, 5.994474411010742, 5.9558796882629395, 5.875094890594482], [5.855340480804443, 6.142782211303711, 6.016817092895508, 5.819347381591797, 6.124841213226318, 5.942017078399658, 5.9361701011657715, 5.908934116363525, 6.043715476989746, 5.756794452667236], [6.284132957458496, 6.239659309387207, 6.146585464477539, 5.968193054199219, 6.364181041717529, 5.976504325866699, 6.262714862823486, 6.505998611450195, 6.146209716796875, 6.094326496124268]]"
mlp_global,10,"[[9.196540832519531, 9.428030967712402, 9.188287734985352, 9.30908489227295, 9.587764739990234, 9.196136474609375, 9.327413558959961, 9.036407470703125, 9.708770751953125, 9.604905128479004], [9.56324291229248, 9.61672592163086, 9.832938194274902, 9.590348243713379, 9.262831687927246, 9.38843059539795, 9.507242202758789, 9.55699348449707, 9.650276184082031, 9.716888427734375], [8.84290885925293, 9.002056121826172, 8.359783172607422, 8.877281188964844, 8.692298889160156, 8.950785636901855, 9.002156257629395, 9.010517120361328, 8.782691955566406, 8.610833168029785], [9.196357727050781, 9.452007293701172, 8.919625282287598, 8.880890846252441, 9.243395805358887, 8.256495475769043, 9.110982894897461, 9.261775970458984, 9.095576286315918, 9.43021011352539], [8.89324951171875, 9.23115062713623, 8.783907890319824, 8.669231414794922, 8.891538619995117, 9.176520347595215, 9.575730323791504, 9.16114616394043, 8.83272933959961, 9.308965682983398], [9.49344253540039, 9.529806137084961, 9.412875175476074, 9.5499906539917, 10.025758743286133, 9.952336311340332, 9.784368515014648, 9.622611999511719, 9.538172721862793, 9.430256843566895], [9.571318626403809, 9.434955596923828, 9.803580284118652, 9.727408409118652, 9.702767372131348, 9.618743896484375, 9.539124488830566, 9.584136009216309, 9.812989234924316, 9.910195350646973], [9.631994247436523, 9.506752014160156, 9.790230751037598, 9.652233123779297, 9.715986251831055, 9.935833930969238, 9.659812927246094, 9.850711822509766, 9.827136039733887, 9.492302894592285], [9.092384338378906, 9.390005111694336, 9.366174697875977, 9.288037300109863, 9.177841186523438, 8.693349838256836, 9.002952575683594, 9.682462692260742, 9.133404731750488, 8.701099395751953], [10.228506088256836, 10.034916877746582, 9.642349243164062, 9.935955047607422, 9.477821350097656, 9.665898323059082, 9.670877456665039, 9.636313438415527, 9.844178199768066, 10.011465072631836]]"
mlp_global,15,"[[12.725946426391602, 12.500179290771484, 12.415536880493164, 12.868683815002441, 13.089529037475586, 12.603103637695312, 12.159263610839844, 12.604841232299805, 12.663931846618652, 12.496235847473145], [12.710898399353027, 12.535859107971191, 13.225435256958008, 12.075807571411133, 12.947444915771484, 12.010319709777832, 12.496891975402832, 12.50437068939209, 12.771581649780273, 12.42458724975586], [10.440899848937988, 11.220905303955078, 10.770557403564453, 10.265937805175781, 9.703974723815918, 10.802346229553223, 10.245443344116211, 10.29133129119873, 10.584941864013672, 10.533894538879395], [11.697619438171387, 11.922554016113281, 11.85328197479248, 11.108068466186523, 11.6104154586792, 10.886697769165039, 11.688020706176758, 11.150968551635742, 11.937604904174805, 11.376460075378418], [11.30162525177002, 11.362417221069336, 10.148133277893066, 10.807172775268555, 11.366612434387207, 10.771453857421875, 11.333439826965332, 11.43347454071045, 11.089332580566406, 11.106526374816895], [11.743432998657227, 12.48434066772461, 12.032495498657227, 12.401296615600586, 12.21646499633789, 12.189305305480957, 12.677820205688477, 12.662257194519043, 12.455409049987793, 11.540664672851562], [12.973311424255371, 12.957826614379883, 12.8953275680542, 12.141759872436523, 12.707635879516602, 12.994140625, 12.670698165893555, 12.5009126663208, 12.721807479858398, 12.7323579788208], [13.475279808044434, 13.098255157470703, 13.458646774291992, 13.268505096435547, 13.311866760253906, 13.098917961120605, 13.880474090576172, 13.553442001342773, 13.14206600189209, 13.160412788391113], [10.882913589477539, 11.194555282592773, 11.698060989379883, 11.290164947509766, 11.858065605163574, 11.717787742614746, 11.234068870544434, 12.324091911315918, 11.304577827453613, 10.784598350524902], [13.511975288391113, 13.19383430480957, 13.043222427368164, 13.296906471252441, 13.01893424987793, 13.459943771362305, 12.587045669555664, 12.998445510864258, 13.740819931030273, 12.620895385742188]]"
mlp_global,20,"[[13.896320343017578, 12.92752742767334, 13.132521629333496, 12.14670181274414, 12.618624687194824, 13.791439056396484, 13.73243522644043, 13.85863971710205, 13.530831336975098, 13.796117782592773], [13.883432388305664, 13.42945671081543, 13.534890174865723, 12.2446928024292, 13.789571762084961, 13.373103141784668, 13.132315635681152, 13.710506439208984, 12.271552085876465, 13.393712997436523], [9.42833423614502, 6.008581161499023, 8.000253677368164, 8.631038665771484, 8.540335655212402, 5.865470886230469, 9.248159408569336, 8.89311408996582, 8.879738807678223, 7.921382427215576], [11.283885955810547, 10.286966323852539, 11.493048667907715, 11.095020294189453, 10.295888900756836, 10.300540924072266, 9.487532615661621, 11.73425579071045, 11.016525268554688, 10.950140953063965], [10.720442771911621, 11.82581901550293, 10.405274391174316, 10.617539405822754, 10.406610488891602, 10.014007568359375, 10.963834762573242, 10.42585277557373, 10.650437355041504, 8.824433326721191], [12.794480323791504, 11.406438827514648, 10.409764289855957, 12.3377103805542, 13.595833778381348, 12.824931144714355, 12.177507400512695, 11.991768836975098, 12.320959091186523, 12.771784782409668], [14.266742706298828, 13.319375991821289, 13.553010940551758, 13.454357147216797, 14.246185302734375, 13.400572776794434, 13.663359642028809, 13.666168212890625, 13.309925079345703, 13.445454597473145], [14.62088394165039, 13.686263084411621, 15.542838096618652, 13.791114807128906, 15.981684684753418, 14.677080154418945, 15.481433868408203, 14.936260223388672, 15.561848640441895, 14.704083442687988], [9.628198623657227, 8.871052742004395, 10.178784370422363, 9.914676666259766, 10.414311408996582, 8.959524154663086, 8.956918716430664, 10.010377883911133, 9.320969581604004, 7.805790424346924], [14.594330787658691, 15.530367851257324, 15.156524658203125, 14.570558547973633, 14.100493431091309, 14.350350379943848, 15.242134094238281, 13.783020973205566, 14.989350318908691, 14.435883522033691]]"
graph_sage,5,"[[3.470987558364868, 3.5695559978485107, 3.5083796977996826, 3.5279340744018555, 3.267728328704834, 3.450136661529541, 3.680354118347168, 3.3757522106170654, 3.307892084121704, 3.736271858215332], [2.9165239334106445, 3.0002739429473877, 2.7725658416748047, 2.9177751541137695, 3.0975327491760254, 3.0918960571289062, 3.1367135047912598, 3.1854305267333984, 3.1240460872650146, 2.9618093967437744], [4.217811107635498, 4.157883644104004, 4.054690361022949, 4.182034969329834, 4.212528705596924, 4.198559761047363, 4.333060264587402, 3.830111503601074, 4.250814914703369, 4.215915679931641], [2.989961624145508, 2.6338868141174316, 2.76705002784729, 2.881535291671753, 2.801586627960205, 2.701298236846924, 2.9954750537872314, 2.9724254608154297, 3.205293893814087, 2.7549850940704346], [3.883704423904419, 3.715542793273926, 3.5137617588043213, 3.393777847290039, 3.4488110542297363, 3.5131425857543945, 3.5663681030273438, 3.655211925506592, 3.5725655555725098, 3.634709358215332], [0.863437831401825, 0.6741551756858826, 0.8373758792877197, 0.7017682790756226, 0.5943650603294373, 0.7297857403755188, 0.5310653448104858, 0.9288856983184814, 0.4316475987434387, 0.8281300067901611], [3.3165805339813232, 3.4902241230010986, 3.6396138668060303, 3.4205827713012695, 3.279871940612793, 3.489058494567871, 3.5575485229492188, 3.510615587234497, 3.4774584770202637, 3.4063167572021484], [3.089674234390259, 3.222606658935547, 3.254302740097046, 3.2612500190734863, 3.0915515422821045, 3.2680094242095947, 3.2006359100341797, 3.338675022125244, 3.1191318035125732, 3.3751180171966553], [3.175467014312744, 3.2530677318573, 3.0627505779266357, 3.3908655643463135, 3.252251625061035, 2.9535911083221436, 3.2744812965393066, 3.0459213256835938, 2.974458694458008, 2.9474711418151855], [-0.1227324903011322, -0.9271268844604492, -0.6500311493873596, -0.7548248171806335, -0.8580581545829773, -0.8249975442886353, -0.949028730392456, -0.8871927857398987, -0.809246838092804, -0.8158314228057861]]"
graph_sage,6,"[[4.125575065612793, 4.375174522399902, 4.082696914672852, 4.086230754852295, 3.818974494934082, 4.2387309074401855, 4.077012062072754, 4.099822998046875, 4.045143127441406, 3.9879281520843506], [3.7205111980438232, 3.460731029510498, 3.7209582328796387, 3.583894968032837, 3.6166911125183105, 3.3823416233062744, 3.5091183185577393, 3.5726823806762695, 3.438321590423584, 3.7104554176330566], [4.875238418579102, 4.942893981933594, 4.827694416046143, 5.008197784423828, 4.814182281494141, 4.592703819274902, 4.690950870513916, 4.890960216522217, 5.017279148101807, 4.903462886810303], [3.6492373943328857, 3.156445026397705, 3.1707067489624023, 3.5817370414733887, 3.3926167488098145, 3.5527961254119873, 3.209650993347168, 3.114880323410034, 3.307878017425537, 3.4206974506378174], [4.110758304595947, 4.086226940155029, 4.209149360656738, 4.004661560058594, 4.1422119140625, 4.212574481964111, 4.188287258148193, 4.320863723754883, 4.076565265655518, 4.137783527374268], [0.5905554294586182, 0.8467581868171692, 0.6900835037231445, 0.8275075554847717, 1.1739559173583984, 0.8454206585884094, 0.5165043473243713, 0.6564400792121887, 0.962640643119812, 0.6495457887649536], [4.101848602294922, 3.9860222339630127, 3.8604671955108643, 4.011637210845947, 3.8617031574249268, 4.066200256347656, 4.077678203582764, 4.011136054992676, 4.103018760681152, 4.091802597045898], [3.704000473022461, 3.77534556388855, 3.625246524810791, 3.849513053894043, 3.768956184387207, 3.739677667617798, 3.8341169357299805, 3.9536519050598145, 3.777437448501587, 3.8529012203216553], [3.5437018871307373, 3.509678363800049, 3.745694875717163, 3.6973483562469482, 3.6139276027679443, 3.5346264839172363, 3.4120595455169678, 3.6043763160705566, 3.5893290042877197, 3.5504984855651855], [-0.6326938271522522, -0.8900664448738098, -1.0861034393310547, -1.2017011642456055, -0.9490092992782593, -1.1704422235488892, -0.9527415037155151, -1.2864545583724976, -0.8087144494056702, -0.8684311509132385]]"
graph_sage,10,"[[6.232680797576904, 6.340071201324463, 6.3649373054504395, 6.131365776062012, 6.081009387969971, 6.0272955894470215, 6.234643936157227, 6.478281021118164, 6.580187797546387, 6.141936779022217], [5.205498218536377, 5.183383941650391, 5.142596244812012, 5.034108638763428, 5.383037567138672, 5.284306049346924, 5.124587535858154, 5.100337028503418, 5.343824863433838, 5.264261245727539], [7.455108165740967, 7.297095775604248, 7.492149829864502, 7.17612886428833, 7.2373151779174805, 7.214695453643799, 7.538956642150879, 7.273707866668701, 7.059245586395264, 7.152857303619385], [5.005270004272461, 4.822637557983398, 5.119509696960449, 5.266093730926514, 5.252602577209473, 5.186547756195068, 5.2705302238464355, 4.672675609588623, 4.891617774963379, 4.8963775634765625], [6.044973850250244, 6.302554607391357, 5.9595746994018555, 6.193763732910156, 6.056272506713867, 6.336946487426758, 6.278373718261719, 6.144829750061035, 6.242961406707764, 6.121039867401123], [0.7609766125679016, 1.2126086950302124, 0.9267764091491699, 0.6625282764434814, 0.9922257661819458, 1.0508965253829956, 1.0437251329421997, 0.9619576930999756, 0.9007593989372253, 1.1673016548156738], [5.9273223876953125, 5.879210948944092, 5.499080181121826, 5.516709327697754, 5.84115743637085, 5.524026870727539, 5.711041450500488, 5.698967933654785, 5.6099467277526855, 5.460875511169434], [5.364037990570068, 5.7159037590026855, 5.605616092681885, 5.484390735626221, 5.521050453186035, 5.5692267417907715, 5.699641704559326, 5.763533115386963, 5.442967891693115, 5.552452087402344], [5.214513301849365, 4.985461711883545, 4.947361946105957, 5.242303371429443, 5.357107162475586, 5.405759334564209, 5.103359222412109, 4.993951797485352, 5.301046848297119, 5.022343635559082], [-1.6311135292053223, -2.034832000732422, -1.783878207206726, -1.6039540767669678, -1.8164947032928467, -2.0050439834594727, -1.9190177917480469, -1.6160064935684204, -2.410752296447754, -1.7108392715454102]]"
graph_sage,15,"[[8.237500190734863, 8.307379722595215, 8.285765647888184, 8.763185501098633, 8.534160614013672, 8.151517868041992, 8.591385841369629, 8.082249641418457, 8.125101089477539, 8.092698097229004], [6.399956703186035, 6.240428447723389, 6.769684791564941, 6.29491662979126, 6.631425857543945, 6.733535289764404, 6.478752136230469, 6.5624165534973145, 6.67856502532959, 6.5429301261901855], [9.492287635803223, 9.599884033203125, 9.461434364318848, 9.581451416015625, 9.291410446166992, 9.869699478149414, 9.372204780578613, 9.465983390808105, 9.762433052062988, 9.60736083984375], [6.365385055541992, 6.617072582244873, 6.446579933166504, 6.197682857513428, 6.4287309646606445, 6.453341484069824, 6.245904445648193, 6.588183403015137, 6.302412033081055, 6.473350524902344], [8.32451343536377, 8.12171459197998, 8.489822387695312, 8.436321258544922, 8.011155128479004, 8.087515830993652, 7.930334091186523, 7.810502529144287, 7.994633674621582, 8.013910293579102], [0.797252357006073, 1.0042214393615723, 0.969943106174469, 0.859984815120697, 0.5980712175369263, 1.0794000625610352, 1.0513956546783447, 0.7460917234420776, 0.9064879417419434, 0.6153754591941833], [7.016823768615723, 6.804778099060059, 7.190889358520508, 7.113997459411621, 6.724522113800049, 6.93237829208374, 7.118050575256348, 7.259091377258301, 6.984606742858887, 7.009788990020752], [7.3386335372924805, 6.781616687774658, 7.4026336669921875, 7.279763221740723, 7.358482360839844, 7.322784423828125, 7.3702545166015625, 7.367422580718994, 7.328258514404297, 7.043630123138428], [6.632071495056152, 6.284908294677734, 6.1681413650512695, 6.474416255950928, 6.586017608642578, 6.475378513336182, 6.718189239501953, 6.390735626220703, 6.504150867462158, 6.204452037811279], [-2.269036293029785, -2.8231699466705322, -3.346653938293457, -2.5604372024536133, -3.0621578693389893, -2.566291332244873, -2.80295729637146, -3.401423931121826, -3.099858283996582, -2.6666436195373535]]"
graph_sage,20,"[[9.442852020263672, 9.650017738342285, 9.795866012573242, 9.565611839294434, 9.624770164489746, 9.892425537109375, 9.141249656677246, 9.450303077697754, 9.601049423217773, 9.336867332458496], [7.378930568695068, 7.206580638885498, 7.639998435974121, 7.671221733093262, 7.155449867248535, 7.190013885498047, 7.476051330566406, 6.837343692779541, 7.774692535400391, 7.307828903198242], [11.125104904174805, 10.466867446899414, 11.370277404785156, 10.846088409423828, 10.59116268157959, 10.926776885986328, 11.390567779541016, 11.274188995361328, 11.013266563415527, 10.448637008666992], [7.212026596069336, 7.697538375854492, 7.197041988372803, 7.226031303405762, 7.007021427154541, 7.270068168640137, 7.3876423835754395, 7.737949371337891, 6.949909687042236, 7.196630954742432], [9.822729110717773, 9.702500343322754, 9.399664878845215, 9.877053260803223, 9.217338562011719, 9.620838165283203, 9.578669548034668, 9.700172424316406, 9.7977933883667, 9.421942710876465], [0.3349423110485077, 0.2965632379055023, 0.5519816875457764, 0.015211534686386585, 0.6339251399040222, -0.13338002562522888, 0.02977820113301277, -0.12325254082679749, -0.14504235982894897, -0.027651894837617874], [7.620198726654053, 7.515225410461426, 7.785146713256836, 7.270330429077148, 7.768286228179932, 7.563314437866211, 7.727397441864014, 7.468421936035156, 7.76211404800415, 7.525625705718994], [8.059975624084473, 8.663880348205566, 7.931275367736816, 7.851302146911621, 8.673758506774902, 7.955923557281494, 8.376197814941406, 8.492156982421875, 8.406367301940918, 8.29458999633789], [7.044131755828857, 7.3808722496032715, 7.142210960388184, 7.064168453216553, 7.305332660675049, 6.976841449737549, 6.942840099334717, 6.903499126434326, 7.2052764892578125, 6.9658684730529785], [-4.390911102294922, -4.105352878570557, -4.308289051055908, -4.403063774108887, -4.675678730010986, -3.7262637615203857, -4.113251209259033, -3.6920833587646484, -4.101782321929932, -4.660516738891602]]"
